QueryNumber;Ranking;RecordNum;Score
1;83;690;0.22916967505488411
1;84;636;0.22646772220416583
1;85;520;0.22396221698581223
1;86;529;0.223826995196231
1;87;730;0.22305519311239683
1;88;510;0.22239002558903115
1;89;377;0.2223203761257364
1;90;1234;0.22203319553659717
1;91;1193;0.22093398782205714
1;92;497;0.2195996853863966
1;93;846;0.21789212486725373
1;94;999;0.21641076716193908
1;95;134;0.21025331824217122
1;96;531;0.2095258586391465
1;97;1202;0.20900682731083803
1;98;776;0.20688938573521287
1;99;435;0.2064743575297894
1;100;962;0.20538250269343583
1;101;658;0.2053306195969056
1;102;958;0.20460708125858293
1;103;352;0.2038667604850759
1;104;914;0.20349773222778494
1;105;299;0.19910698627414272
1;106;559;0.1987773524064073
1;107;478;0.19767737162357243
1;108;133;0.1975817679750937
1;109;465;0.19722102439140382
1;110;287;0.1971522923251937
1;111;810;0.19675359292629205
1;112;444;0.19665124648271376
1;113;1201;0.19620155418055488
1;114;270;0.1961388911826612
1;115;753;0.1943165492740486
1;116;1218;0.19066613997293802
1;117;1145;0.18911670081143978
1;118;911;0.18896153558014034
1;119;1055;0.1885053110993835
1;120;931;0.18482683276389159
1;121;892;0.18217190364347818
1;122;109;0.1820725098666932
1;123;1078;0.18198750934674202
1;124;166;0.18148887888396759
1;125;973;0.17774040791091378
1;126;147;0.1773478923345639
1;127;582;0.17686347554109755
1;128;430;0.17676884789613134
1;129;373;0.17546330952842268
1;130;157;0.17481235897007094
1;131;56;0.17429216200746792
1;132;971;0.17265300500488914
1;133;523;0.17082726614307325
1;134;300;0.17066816733630838
1;135;67;0.17028121056586917
1;136;1168;0.16988583821806627
1;137;60;0.16909818182974728
1;138;988;0.168208325243918
1;139;840;0.1677050775828838
1;140;758;0.16741217711964443
1;141;1044;0.16726259494320914
1;142;766;0.16534019075414658
1;143;55;0.16505423483888612
1;144;566;0.16461114012767275
1;145;451;0.16450416147757302
1;146;400;0.16219994458326667
1;147;122;0.1592524738729103
1;148;596;0.1587160292646334
1;149;502;0.15834683282068443
1;150;970;0.15756586453129462
1;151;324;0.15581484284699917
1;152;239;0.1553784199348828
1;153;496;0.15510856456656488
1;154;693;0.15506204795914236
1;155;459;0.15332475083388664
1;156;854;0.1532743277272767
1;157;1036;0.15325486907313804
1;158;589;0.15258371232913404
1;159;734;0.15211982753923137
1;160;676;0.15119570169596339
1;161;260;0.1510029851817332
1;162;1161;0.15092994383805974
1;163;765;0.1471052071462253
1;164;573;0.14553381431478926
1;165;256;0.14478414341634946
1;166;503;0.14472942740232364
1;167;567;0.14402693418579088
1;168;535;0.14388671500939448
1;169;733;0.1437172902074665
1;170;570;0.14361388282417337
1;171;982;0.14211365286961689
1;172;187;0.14204860317149637
1;173;321;0.14193022941726594
1;174;538;0.1403143947652784
1;175;987;0.14024053835263325
1;176;961;0.13911941243823342
1;177;671;0.13835966135825226
1;178;771;0.138118324918654
1;179;738;0.1371810564022454
1;180;542;0.1360303194928745
1;181;1215;0.13594579818496375
1;182;3;0.13594185498618166
1;183;788;0.1357796439961386
1;184;469;0.13562134590810757
1;185;179;0.13524319660350134
1;186;1211;0.13523606468817742
1;187;786;0.1349098860550336
1;188;440;0.13490353375675967
1;189;813;0.13427090661379612
1;190;288;0.13377775917062512
1;191;219;0.13373343401134638
1;192;38;0.1325083892197099
1;193;467;0.13236994385633155
1;194;1149;0.13139984405856506
1;195;307;0.13132857760002278
1;196;366;0.13021553547159592
1;197;633;0.12953074722050784
1;198;63;0.1292339383613597
1;199;281;0.12884444799488445
1;200;1206;0.12851464905165547
1;201;936;0.12764473471586213
1;202;1171;0.1275779119812476
1;203;1042;0.12573314845510145
1;204;236;0.12530469479355527
1;205;878;0.12458255432506146
1;206;107;0.12455613569527745
1;207;1199;0.1243219309906719
1;208;1170;0.12425767284485112
1;209;543;0.12422614839526218
1;210;159;0.12416523756098795
1;211;411;0.12395400708918113
1;212;964;0.12384649670493468
1;213;532;0.1228437905467493
1;214;1059;0.12237296412104343
1;215;876;0.12185853928394547
1;216;1016;0.1206135209967511
1;217;956;0.12054185108378236
1;218;1209;0.12051775146955218
1;219;347;0.11983930163166401
1;220;1005;0.11970052380491111
1;221;101;0.11946864043267874
1;222;1167;0.11855636809603066
1;223;333;0.118156931748731
1;224;646;0.11798977380681556
1;225;263;0.11771374114797613
1;226;1081;0.1169414346917458
1;227;1029;0.11641451785339443
1;228;959;0.11629103523617224
1;229;1200;0.11602601246229513
1;230;969;0.11581005952627628
1;231;617;0.11565199247414559
1;232;860;0.11551120424068827
1;233;218;0.11527617377343136
1;234;1096;0.11492674629712385
1;235;358;0.11467221476781544
1;236;140;0.11413034535916267
1;237;647;0.11401371878377407
1;238;303;0.11335782524184945
1;239;951;0.11090168361312644
1;240;317;0.11043452753325524
1;241;1092;0.11028925105044782
1;242;401;0.11002997119178028
1;243;320;0.109712217552335
1;244;586;0.10916877324650542
1;245;211;0.10888958281961805
1;246;768;0.10878804121374204
1;247;805;0.10862827217279791
1;248;901;0.10859385467580532
1;249;989;0.107875486182522
1;250;380;0.10783924234777949
1;251;539;0.10736133441387416
1;252;141;0.10686891076475465
1;253;614;0.10679440121787226
1;254;306;0.10606552884662677
1;255;802;0.10606333624246651
1;256;651;0.10600834686639016
1;257;334;0.10516304676296094
1;258;114;0.10498099834306056
1;259;904;0.10474232815419927
1;260;1139;0.10437252252421793
1;261;296;0.10413665501263121
1;262;563;0.10413235027822546
1;263;1205;0.10398283806470433
1;264;453;0.10377931171513778
1;265;819;0.10364749556092408
1;266;1071;0.10345328259961857
1;267;1233;0.10318285364095162
1;268;836;0.1023883736943224
1;269;41;0.10203586319751455
1;270;968;0.10203545223555809
1;271;314;0.10186692472998549
1;272;530;0.1011848866598638
1;273;930;0.10094168710909572
1;274;794;0.10063707004011899
1;275;1091;0.0997466041747309
1;276;691;0.09902433549814198
1;277;1050;0.09864789830221424
1;278;581;0.09862981187479924
1;279;852;0.09860817558907112
1;280;572;0.09753170169242545
1;281;746;0.09700671152107586
1;282;680;0.09685171769916573
1;283;175;0.09659381649241658
1;284;1173;0.09648208828360824
1;285;201;0.09563282804560075
1;286;562;0.09555770034729479
1;287;536;0.0952592316413834
1;288;208;0.09508543716447515
1;289;1019;0.09457954043317864
1;290;190;0.09453995387354247
1;291;1165;0.09368682999391806
1;292;1120;0.09368054088295967
1;293;574;0.09336221901411315
1;294;1106;0.09257635940404849
1;295;1222;0.09241553582765763
1;296;869;0.09230128233898392
1;297;1136;0.09116923859989898
1;298;312;0.091169089074246
1;299;1163;0.09100662109967783
1;300;428;0.0906623515505283
1;301;798;0.0905249781036404
1;302;205;0.09038272062391918
1;303;1191;0.09031929786421442
1;304;848;0.09002516484068604
1;305;1213;0.08995801965465076
1;306;39;0.08958446806715165
1;307;1142;0.08957240748769682
1;308;185;0.08945468008928138
1;309;316;0.08911272468093101
1;310;427;0.08908312767920468
1;311;47;0.08896288447513201
1;312;466;0.08888797684050234
1;313;290;0.08866949902954104
1;314;546;0.08850098574901571
1;315;705;0.08846559205489588
1;316;1135;0.08842086618341688
1;317;525;0.08802277257600258
1;318;946;0.08776295461486101
1;319;1155;0.08725664920869385
1;320;749;0.08690534276144311
1;321;1156;0.08677483795748887
1;322;710;0.08605527362593511
1;323;1014;0.08585517784530816
1;324;394;0.08556369056250204
1;325;495;0.0852835405128059
1;326;655;0.08510226552434122
1;327;665;0.08498540749571021
1;328;1159;0.08396758101129562
1;329;1083;0.08396344113411158
1;330;61;0.08321153236776418
1;331;118;0.08298307516468738
1;332;144;0.08253660417979093
1;333;993;0.08251765046204007
1;334;881;0.08238957215107297
1;335;243;0.08200562658308595
1;336;425;0.08184944839823335
1;337;541;0.08178886681755501
1;338;624;0.08174443244111272
1;339;1137;0.0817006362488711
1;340;313;0.08061599007498833
1;341;59;0.08044496388831543
1;342;1004;0.08030634262427708
1;343;694;0.08030261009591802
1;344;638;0.08027884664226943
1;345;33;0.07992907162418252
1;346;895;0.07975541940527006
1;347;997;0.07967814066021872
1;348;812;0.07943812166628156
1;349;458;0.079096315213073
1;350;662;0.07897183167055158
1;351;1112;0.07895981825657997
1;352;634;0.07873575529336142
1;353;126;0.07858285298653704
1;354;652;0.078259891225927
1;355;261;0.07777731958035113
1;356;1197;0.07773829183862328
1;357;13;0.07736519281838385
1;358;1041;0.07717739301029862
1;359;436;0.07705378118238808
1;360;571;0.07682965251074547
1;361;565;0.07672449154100033
1;362;809;0.07667578294217388
1;363;811;0.07649293864433093
1;364;722;0.07645435807260259
1;365;755;0.07601741082832819
1;366;165;0.0757899105411603
1;367;1121;0.07562783780545443
1;368;748;0.0752747977257071
1;369;4;0.07511965235724019
1;370;1178;0.07503962491926813
1;371;822;0.0747960028246392
1;372;963;0.07457302768102972
1;373;148;0.07454230255746414
1;374;235;0.07427519219360297
1;375;51;0.07396277822111352
1;376;783;0.07374726815079467
1;377;124;0.0737102375955456
1;378;853;0.07341830886304318
1;379;830;0.07337363623788255
1;380;1125;0.07259651402423263
1;381;336;0.07229128497024966
1;382;553;0.07210980489631585
1;383;390;0.07157407975822673
1;384;1232;0.07120309571791128
1;385;130;0.07088377782270608
1;386;610;0.07055579041783634
1;387;1040;0.07053514200089149
1;388;807;0.0704071114712781
1;389;269;0.07037935028315995
1;390;540;0.07028051463851955
1;391;628;0.07013122723545656
1;392;455;0.06995392087304562
1;393;1002;0.06993873986738383
1;394;163;0.06977215676922684
1;395;831;0.06951857389005134
1;396;561;0.06915626260031037
1;397;424;0.06895048794935332
1;398;685;0.0688643449725453
1;399;1179;0.06853213986773488
1;400;74;0.0684104004663261
1;401;304;0.06818617328758492
1;402;1146;0.06777643713204437
1;403;206;0.06766755640363456
1;404;248;0.06766726964362323
1;405;1103;0.06689617997934474
1;406;18;0.06678967174689275
1;407;1207;0.06668887984094313
1;408;998;0.06661541910857868
1;409;1192;0.06656487288522452
1;410;431;0.06608686711947924
1;411;397;0.06605395105882432
1;412;382;0.06599499165061919
1;413;1172;0.06586844505640281
1;414;370;0.06580190833005078
1;415;404;0.06574470339217545
1;416;142;0.06562633049944744
1;417;918;0.06450036052968057
1;418;19;0.06381647114076101
1;419;1128;0.06317286629050785
1;420;489;0.06316152322366361
1;421;1076;0.06315532051168371
1;422;1227;0.06242835077095352
1;423;625;0.06236253039439929
1;424;1115;0.06230703438753128
1;425;337;0.06206765499274318
1;426;143;0.06175381774375399
1;427;1157;0.06170124250971968
1;428;648;0.06157708323239102
1;429;46;0.06151398114500436
1;430;965;0.061507096242815404
1;431;796;0.061403401908655335
1;432;721;0.06113688668121416
1;433;637;0.06088252329246766
1;434;1237;0.06084374124652067
1;435;602;0.060542449376718474
1;436;890;0.06047150240750823
1;437;241;0.06011773384718198
1;438;984;0.059963700247908196
1;439;378;0.05993642449143024
1;440;332;0.05991742303571404
1;441;778;0.059745646902313376
1;442;375;0.05968920623816028
1;443;815;0.05965095946336052
1;444;1039;0.059547331220694694
1;445;835;0.05924830491361012
1;446;1066;0.05915968558024731
1;447;534;0.059034462191755434
1;448;508;0.058672321375638097
1;449;1175;0.058606864477122315
1;450;870;0.0585912309587287
1;451;986;0.05852865588528477
1;452;606;0.058418621813743736
1;453;1183;0.05840581819431724
1;454;1068;0.058312454972201236
1;455;1181;0.05829162066456855
1;456;898;0.058250652279963504
1;457;258;0.05816546105692263
1;458;471;0.05815040485300623
1;459;1221;0.057852297723255175
1;460;915;0.05756764839082748
1;461;1162;0.05738649836619086
1;462;884;0.0570812969336597
1;463;845;0.05694166601613695
1;464;62;0.05677265681252554
1;465;115;0.05669014044528201
1;466;1067;0.05666973768167164
1;467;454;0.05654733156927106
1;468;858;0.056531648014231814
1;469;528;0.05638341375892549
1;470;689;0.056099020530450454
1;471;137;0.055252833160729604
1;472;1011;0.055070526341459015
1;473;1228;0.05487760305175902
1;474;977;0.05480989653176443
1;475;772;0.05470921913657973
1;476;150;0.05463052310797164
1;477;504;0.054620911346007765
1;478;1160;0.054251733554646485
1;479;351;0.05405076988672179
1;480;15;0.054007038665272386
1;481;1169;0.053980560692452856
1;482;308;0.053835381162377974
1;483;476;0.05380502417538112
1;484;554;0.053680867599943664
1;485;576;0.05365653341454211
1;486;521;0.05353706223122292
1;487;210;0.05328223260153507
1;488;433;0.053194405196568935
1;489;784;0.053076702028860986
1;490;1177;0.05306553352727758
1;491;85;0.05263940277536881
1;492;873;0.052609467538269394
1;493;632;0.05256715253245213
1;494;1216;0.05250418057991968
1;495;790;0.0522229848539191
1;496;1164;0.05215216123178392
1;497;828;0.05201759320220292
1;498;707;0.0518371759003776
1;499;607;0.05168479040570044
1;500;1143;0.05141321501830191
1;501;507;0.051095326647374276
1;502;838;0.05085163804227038
1;503;355;0.050830725987405415
1;504;684;0.050626864098461344
1;505;237;0.05050712063238698
1;506;494;0.05047303469660937
1;507;747;0.05018512711177788
1;508;821;0.05005676735674929
1;509;622;0.0499956756301129
1;510;23;0.049938685911705034
1;511;584;0.04988938256297715
1;512;367;0.04987824862618372
1;513;1203;0.04943663146689793
1;514;745;0.049397645674235734
1;515;829;0.04915368035165563
1;516;174;0.048860071105171446
1;517;513;0.04866480055196979
1;518;438;0.04864263877112121
1;519;1195;0.04754492959833276
1;520;475;0.04745652740500029
1;521;923;0.047397024833839396
1;522;479;0.04725185665830768
1;523;245;0.04715589854480106
1;524;1117;0.04706523460091286
1;525;1118;0.04699112779958856
1;526;1003;0.046875096258854256
1;527;1027;0.04659937071605987
1;528;1158;0.046587281168317445
1;529;1239;0.04634359579517033
1;530;135;0.04627046335251548
1;531;407;0.04618349050613225
1;532;928;0.04602260466168228
1;533;49;0.04599702370762356
1;534;177;0.04591587630781455
1;535;1151;0.04566231580718338
1;536;83;0.0453522980675208
1;537;785;0.045319459498067344
1;538;626;0.04504933362124243
1;539;1144;0.045025034558061464
1;540;327;0.0448784506993535
1;541;515;0.044831228182954756
1;542;1224;0.04463791167465067
1;543;906;0.0443844214543406
1;544;483;0.04427004470509865
1;545;415;0.043922341206671184
1;546;1130;0.0438808681693547
1;547;912;0.04372674676312181
1;548;7;0.04372646177678985
1;549;818;0.043643572758437235
1;550;882;0.0433773795070032
1;551;919;0.043303624191299905
1;552;17;0.043295852697541895
1;553;361;0.04319078149742399
1;554;112;0.04315231966907576
1;555;697;0.043098905495151864
1;556;182;0.04307365552290284
1;557;575;0.043010999335381495
1;558;108;0.04274989878023149
1;559;88;0.04270532149956724
1;560;717;0.04263828928305174
1;561;1013;0.042635978582383216
1;562;326;0.04263271717127179
1;563;297;0.04261517944433613
1;564;887;0.04237539411248444
1;565;623;0.0423475482340891
1;566;301;0.041962524333937726
1;567;204;0.04164976182574284
1;568;315;0.04152655474877249
1;569;250;0.04126939276943176
1;570;432;0.04112516107464131
1;571;342;0.04112112503060255
1;572;687;0.04106821369195489
1;573;833;0.0410265195821514
1;574;550;0.04087449889281948
1;575;188;0.04086986667158299
1;576;48;0.040826662955412825
1;577;1087;0.040715059278266914
1;578;760;0.04060964629193078
1;579;751;0.04042605577414421
1;580;272;0.04032956763789443
1;581;460;0.04017317785979563
1;582;903;0.040167289167253865
1;583;731;0.039940548020290415
1;584;89;0.03979975281969883
1;585;612;0.03945990126777964
1;586;1051;0.03915793910826232
1;587;399;0.03890519291532352
1;588;350;0.0388913748121656
1;589;215;0.03889070234127237
1;590;383;0.03875032540095389
1;591;841;0.03864024756849388
1;592;976;0.038614797954582454
1;593;1086;0.038568793145310885
1;594;384;0.03855485398878808
1;595;417;0.038526412062133725
1;596;183;0.03819200565850071
1;597;627;0.03815984058867414
1;598;1082;0.03812533976720565
1;599;585;0.03803582007727691
1;600;799;0.03798536426426254
1;601;123;0.03795618106967093
1;602;524;0.03787550074537126
1;603;905;0.037743678692382675
1;604;136;0.03750993557154882
1;605;817;0.03729862372470536
1;606;1174;0.03723002007004062
1;607;402;0.03707285560569249
1;608;354;0.037012545360421846
1;609;1230;0.03681332943788906
1;610;121;0.03675371683870789
1;611;661;0.036718998678027956
1;612;719;0.03657687333491191
1;613;214;0.036526945173186096
1;614;874;0.03651163704938199
1;615;289;0.036482013998711725
1;616;162;0.036334908331356504
1;617;213;0.03628936224756214
1;618;1141;0.03628163108897794
1;619;944;0.036268946239211786
1;620;1122;0.03622949195956717
1;621;1210;0.036198860968644386
1;622;1204;0.03610805762517147
1;623;434;0.035961405449547956
1;624;391;0.035611199172737557
1;625;131;0.03548626970224441
1;626;32;0.03535791741096435
1;627;1140;0.0351385733959323
1;628;485;0.03513495353238288
1;629;242;0.03491782846762549
1;630;291;0.034824156957357334
1;631;80;0.034804637322479084
1;632;110;0.034788249421747186
1;633;942;0.03455322838559511
1;634;588;0.03442254207602228
1;635;156;0.03441365032005929
1;636;1100;0.03439499834693062
1;637;899;0.034391939291110826
1;638;1053;0.03434744620264068
1;639;816;0.03428436012161882
1;640;736;0.0342413664689614
1;641;1104;0.03409363764067265
1;642;616;0.03405656787619243
1;643;76;0.03392867125394426
1;644;949;0.03388467487304935
1;645;594;0.03387139889496349
1;646;702;0.03368412262999755
1;647;597;0.03366426093099214
1;648;222;0.03362989989752911
1;649;740;0.03343746916639728
1;650;412;0.03338810177261771
1;651;1236;0.033362637252601184
1;652;718;0.03331732241025624
1;653;369;0.033302957403452446
1;654;418;0.03328730838748354
1;655;232;0.033236540306627343
1;656;1062;0.03314314650697298
1;657;1110;0.032866445939338705
1;658;64;0.03282700352531502
1;659;328;0.03275259992447286
1;660;972;0.03275242038033003
1;661;737;0.032746505334919296
1;662;851;0.032595807403782665
1;663;231;0.032448910454506416
1;664;725;0.032407217623943024
1;665;1093;0.032401023989619575
1;666;804;0.03233009003768108
1;667;954;0.03216459530782889
1;668;593;0.03205604708407956
1;669;825;0.03203445354464967
1;670;149;0.032020433956758444
1;671;284;0.03200905617808118
1;672;995;0.03197734180334325
1;673;374;0.03189956359649086
1;674;446;0.03188930151295606
1;675;223;0.0318749110285297
1;676;667;0.031657309511540464
1;677;877;0.03160107846661785
1;678;176;0.031388339037331695
1;679;212;0.03121545082313439
1;680;886;0.03120626394601416
1;681;500;0.031192222798964688
1;682;161;0.03115380359847375
1;683;782;0.03109500843804373
1;684;670;0.030976897251793974
1;685;1056;0.030847594951417916
1;686;1065;0.030812864643271032
1;687;739;0.030746919976514683
1;688;450;0.03070646635432628
1;689;31;0.03063590916869025
1;690;487;0.030569916751928456
1;691;862;0.03049264963106149
1;692;1090;0.030223031278073815
1;693;669;0.030074362844150774
1;694;186;0.029801747004111676
1;695;879;0.02964112071472072
1;696;473;0.029627113786526806
1;697;409;0.029599560343921732
1;698;225;0.029423300464347452
1;699;837;0.029129542302085434
1;700;673;0.028937234415033434
1;701;506;0.028914392258697103
1;702;935;0.0288964583929739
1;703;202;0.028871605316256738
1;704;442;0.02869724180417096
1;705;1073;0.02861044896497481
1;706;271;0.028482932875603488
1;707;414;0.028408541571318002
1;708;583;0.028251013794318578
1;709;604;0.028196900528496327
1;710;761;0.028196308978391496
1;711;203;0.02808835414932749
1;712;12;0.02802578004994042
1;713;346;0.027963809292314262
1;714;387;0.027892769856868675
1;715;1152;0.02777726855919979
1;716;955;0.027702207215823726
1;717;929;0.02768193430018001
1;718;888;0.027612111555776746
1;719;764;0.02747848288937757
1;720;654;0.027401332950390454
1;721;866;0.027394769560036517
1;722;37;0.027362909502732465
1;723;1080;0.027288072927045985
1;724;82;0.027044320410608433
1;725;65;0.027015843149448673
1;726;488;0.027008760109824344
1;727;6;0.026936508216860732
1;728;379;0.026903305184154448
1;729;77;0.026895851592553782
1;730;331;0.02685461130274215
1;731;69;0.02680933070754833
1;732;233;0.026676591456084957
1;733;230;0.02660160631015389
1;734;996;0.026508573336761945
1;735;1009;0.026505496387903872
1;736;844;0.02647029942964513
1;737;1182;0.02644372157725802
1;738;732;0.026426002368246496
1;739;1186;0.026425026250227385
1;740;422;0.02628388889870528
1;741;1114;0.026215595798496753
1;742;276;0.026178942845442952
1;743;364;0.026133660647074987
1;744;249;0.026120888315187402
1;745;517;0.02588168014738328
1;746;94;0.025853568460557932
1;747;429;0.025808340011909892
1;748;172;0.025748428809484452
1;749;345;0.02567093782201389
1;750;981;0.025638116837473583
1;751;293;0.025505482398249388
1;752;885;0.025418309647530994
1;753;325;0.025357269049267567
1;754;1079;0.02532854221202166
1;755;797;0.02532580224116833
1;756;247;0.025304327031326915
1;757;359;0.02530255710084045
1;758;152;0.025286019271065687
1;759;102;0.024982154493071923
1;760;927;0.024951197527659626
1;761;1196;0.024814638438559473
1;762;1054;0.024807093648376848
1;763;21;0.02466120887518569
1;764;447;0.024645978793897773
1;765;601;0.024565123402769815
1;766;1000;0.02453339171279877
1;767;893;0.024509582113573434
1;768;344;0.024415860441734504
1;769;629;0.024175765778035603
1;770;618;0.02399332684228827
1;771;456;0.023881078768381834
1;772;1045;0.023849753548796756
1;773;406;0.02382034840004321
1;774;1119;0.02376510305301558
1;775;279;0.023730002928518408
1;776;1;0.02370765353227393
1;777;945;0.02356094449454475
1;778;590;0.023488108531329766
1;779;714;0.023466639070753338
1;780;952;0.02342491203973022
1;781;468;0.02322054612270305
1;782;1035;0.023027714606877355
1;783;330;0.02302046509398454
1;784;555;0.0229922835814078
1;785;663;0.022937644225624124
1;786;516;0.022931473961328695
1;787;154;0.02293001472991763
1;788;97;0.022924060191989785
1;789;1085;0.022822618884556202
1;790;675;0.022816793429816757
1;791;22;0.0228128003593585
1;792;750;0.0227662213735176
1;793;9;0.02271345533357242
1;794;81;0.022673920948335983
1;795;1099;0.022635597728204927
1;796;310;0.022508375950793923
1;797;178;0.022493703294600008
1;798;692;0.022461680218961878
1;799;227;0.022460669693044225
1;800;160;0.022342857191179573
1;801;164;0.02227844618258768
1;802;462;0.0222732053808185
1;803;1010;0.022027842554148424
1;804;983;0.02195588086571974
1;805;630;0.021937157036079034
1;806;244;0.02190517263312914
1;807;464;0.021769265568272664
1;808;153;0.021764366787995666
1;809;611;0.021762638130978416
1;810;1049;0.021749468370904575
1;811;1166;0.021674907801343523
1;812;268;0.021563560883020413
1;813;30;0.0215606614863736
1;814;752;0.021439915308397388
1;815;656;0.021347903430751585
1;816;86;0.021229300571702126
1;817;677;0.021227569704166106
1;818;117;0.02119225380245991
1;819;1075;0.02118990533434063
1;820;843;0.021182565412017657
1;821;482;0.021101654261393543
1;822;405;0.021062934025009094
1;823;577;0.021052621313297146
1;824;1176;0.021016596476019535
1;825;319;0.020911584004343595
1;826;773;0.02089472076897137
1;827;1020;0.020817073290244823
1;828;557;0.020759367835656937
1;829;335;0.020676273904297965
1;830;1034;0.02063390412250266
1;831;699;0.020536250846652584
1;832;1231;0.02053557282558563
1;833;1147;0.02025091750003665
1;834;78;0.020200467717719835
1;835;1088;0.020192996770443332
1;836;1105;0.0200991696795809
1;837;514;0.020048558423354363
1;838;158;0.02002708707588621
1;839;933;0.019982427518937952
1;840;842;0.019925872534281637
1;841;643;0.019867531346211876
1;842;953;0.019777708357779377
1;843;787;0.019721617862976073
1;844;518;0.019706980448486542
1;845;806;0.01969048043820808
1;846;198;0.019682235829633573
1;847;1108;0.019631992397289806
1;848;1101;0.01961628509743176
1;849;278;0.01953313899152972
1;850;480;0.019527457960985206
1;851;251;0.01941371692617293
1;852;305;0.0194065434500687
1;853;138;0.019298556452399505
1;854;715;0.01926045953450777
1;855;45;0.019136784979423036
1;856;548;0.019003042051199303
1;857;100;0.018805794013509434
1;858;68;0.018580963898225982
1;859;238;0.018523274695285842
1;860;1072;0.018516088061199358
1;861;857;0.018399818933704157
1;862;907;0.01831833017891875
1;863;29;0.018309829367068403
1;864;79;0.018289211770093527
1;865;775;0.018284356722810646
1;866;353;0.018100585728446795
1;867;181;0.01809896085733109
1;868;1012;0.01806769505429453
1;869;599;0.01794212104642373
1;870;24;0.017833255217977094
1;871;197;0.017692865628078102
1;872;92;0.01765433099398815
1;873;323;0.017456950974199616
1;874;71;0.017290724293243024
1;875;224;0.017235293663383448
1;876;537;0.017200866029538044
1;877;1126;0.01718368628266088
1;878;119;0.017170809154346708
1;879;1077;0.017123531770449812
1;880;1052;0.017117789852356697
1;881;1030;0.017056483447771643
1;882;410;0.017054399332919412
1;883;1063;0.016962168828376936
1;884;95;0.016830426093083266
1;885;704;0.016771451511574356
1;886;793;0.01672752584015693
1;887;640;0.016659370132203873
1;888;863;0.016648638276763477
1;889;544;0.016631730913101182
1;890;947;0.016595345184669465
1;891;1134;0.016551362039985744
1;892;103;0.016539609173603073
1;893;173;0.016418568183663784
1;894;1070;0.01636966639757143
1;895;423;0.016357480387004245
1;896;922;0.01627729560933015
1;897;682;0.016215635205392348
1;898;125;0.016166467205451118
1;899;849;0.01607424560098913
1;900;902;0.015994439704552197
1;901;1220;0.015975777715539822
1;902;421;0.01596880923249259
1;903;445;0.015660432213136448
1;904;639;0.015537465444406942
1;905;948;0.015529071641404737
1;906;200;0.015455752859082865
1;907;780;0.015435044330189697
1;908;660;0.015361468736837289
1;909;620;0.015311614786433947
1;910;191;0.015290964846498743
1;911;619;0.015160895393411415
1;912;87;0.015127213040581731
1;913;262;0.015100841391602466
1;914;257;0.015040688345159219
1;915;229;0.014964461874720803
1;916;1094;0.01484907216580115
1;917;1021;0.014826534450007115
1;918;547;0.014815270877210874
1;919;519;0.014797027057606127
